datetime,close,high,low,open,volume,instrument
2015-01-27 00:00:00,142.5,144.5,139,139.9,7886739,HINDALCO
2015-01-28 00:00:00,140.15,143.1,139.65,141.75,7496686,HINDALCO
2015-01-29 00:00:00,142.4,142.9,138.25,139.9,10636771,HINDALCO
2015-01-30 00:00:00,139.7,143.1,138.6,143,7570814,HINDALCO
2015-02-02 00:00:00,145.25,145.7,139.5,140,7296741,HINDALCO
2015-02-03 00:00:00,146.45,148.5,142.9,145.85,6262548,HINDALCO
2015-02-04 00:00:00,152.4,153.8,146,147,8349284,HINDALCO
2015-02-05 00:00:00,148.05,153.9,146.75,152.3,6672029,HINDALCO
2015-02-06 00:00:00,147.3,150,145.65,148,5623571,HINDALCO
2015-02-09 00:00:00,146.55,149,145.5,146.3,9737189,HINDALCO
2015-02-10 00:00:00,149.2,153.7,146.55,148.5,8706407,HINDALCO
2015-02-11 00:00:00,149.85,151.5,147.05,149.55,6154345,HINDALCO
2015-02-12 00:00:00,152.8,153.4,149.05,151.8,10713094,HINDALCO
2015-02-13 00:00:00,153.55,156.1,152,153,5666609,HINDALCO
2015-02-16 00:00:00,150.95,158,150.25,157,4949268,HINDALCO
2015-02-18 00:00:00,151.65,152.45,149.6,151,3717870,HINDALCO
2015-02-19 00:00:00,156.25,157.8,150.1,151,8185032,HINDALCO
2015-02-20 00:00:00,156.55,160.7,155.2,158,6630757,HINDALCO
2015-02-23 00:00:00,154.85,161.8,154.2,161.6,6743403,HINDALCO
2015-02-24 00:00:00,153.65,156.9,151.4,155,6455384,HINDALCO
2015-02-25 00:00:00,153.65,155.45,152.25,154.6,3479311,HINDALCO
2015-02-26 00:00:00,149.75,154,148,153.1,9010829,HINDALCO
2015-02-27 00:00:00,155.15,155.8,149.8,150.55,6534491,HINDALCO
2015-02-28 00:00:00,152.85,156.7,151,156.3,3999382,HINDALCO
2015-03-02 00:00:00,156.55,157.4,153.5,154.2,4452819,HINDALCO
2015-03-03 00:00:00,158.7,159.3,156.15,157.5,3718817,HINDALCO
2015-03-04 00:00:00,153.1,160,152.3,160,5559004,HINDALCO
2015-03-05 00:00:00,148.1,154,146.9,153.05,8404364,HINDALCO
2015-03-09 00:00:00,140.8,149.85,140,149.4,8031261,HINDALCO
2015-03-10 00:00:00,138.05,142.6,136.65,142.6,6588296,HINDALCO
2015-03-11 00:00:00,130.35,138.85,127.2,138.85,21561044,HINDALCO
2015-03-12 00:00:00,134.9,135.7,129.1,131.75,14242872,HINDALCO
2015-03-13 00:00:00,131.7,136.75,131.05,136.7,6690050,HINDALCO
2015-03-16 00:00:00,126.8,131.4,123.1,131,10785285,HINDALCO
2015-03-17 00:00:00,134.25,134.75,126.8,128,9699896,HINDALCO
2015-03-18 00:00:00,133.15,134.8,131.8,134,4154051,HINDALCO
2015-03-19 00:00:00,132.3,136.2,131.3,134,4626972,HINDALCO
2015-03-20 00:00:00,132.05,135,130.55,132.15,4836454,HINDALCO
2015-03-23 00:00:00,135.9,136.8,131.95,131.95,6306085,HINDALCO
2015-03-24 00:00:00,132.85,135.9,132,135.8,4386125,HINDALCO
2015-03-25 00:00:00,132.9,134.45,132.35,133,2895061,HINDALCO
2015-03-26 00:00:00,129.55,133.4,128.55,132.4,7955596,HINDALCO
2015-03-27 00:00:00,133.95,134.45,130.05,131,5241353,HINDALCO
2015-03-30 00:00:00,131.15,134.7,130.3,134.25,3651285,HINDALCO
2015-03-31 00:00:00,129,133.45,128.4,133,8516432,HINDALCO
2015-04-01 00:00:00,132.2,132.9,127.5,129,7180617,HINDALCO
2015-04-06 00:00:00,134.7,135.1,132,133.4,5542921,HINDALCO
2015-04-07 00:00:00,136.95,137.55,134.2,135,6514199,HINDALCO
2015-04-08 00:00:00,137.95,138.9,136.15,137.25,6176434,HINDALCO
2015-04-09 00:00:00,139.9,140.85,136.6,138.6,6142066,HINDALCO
2015-04-10 00:00:00,137.9,139.2,137.05,139,4860480,HINDALCO
2015-04-13 00:00:00,136.1,138.95,135.1,138,5017864,HINDALCO
2015-04-15 00:00:00,135.15,137.4,134.6,136,8714291,HINDALCO
2015-04-16 00:00:00,137.15,137.9,135.4,135.85,5457847,HINDALCO
2015-04-17 00:00:00,139.75,141.7,137.6,138,8674061,HINDALCO
2015-04-20 00:00:00,138.25,141.7,137.2,140.9,5669966,HINDALCO
2015-04-21 00:00:00,134.3,139.35,133.7,138.4,6236971,HINDALCO
2015-04-22 00:00:00,134.65,135.5,132.6,133.5,6263990,HINDALCO
2015-04-23 00:00:00,135.05,137,133.8,135.5,6782890,HINDALCO
2015-04-24 00:00:00,131.15,135.8,130.1,134.85,7487405,HINDALCO
2015-04-27 00:00:00,130.05,132.95,128.25,132,4805160,HINDALCO
2015-04-28 00:00:00,131.35,132.45,129.6,130.9,6154792,HINDALCO
2015-04-29 00:00:00,130.6,131.4,128.7,131.4,7223085,HINDALCO
2015-04-30 00:00:00,128.6,130.9,127.05,130,11618447,HINDALCO
2015-05-04 00:00:00,133.15,133.6,129.5,130.4,4003261,HINDALCO
2015-05-05 00:00:00,139.35,140.2,132.35,133.45,8946517,HINDALCO
2015-05-06 00:00:00,137.75,142,135.05,138.9,9503948,HINDALCO
2015-05-07 00:00:00,134.3,136.9,132.25,136.9,5764064,HINDALCO
2015-05-08 00:00:00,138.95,139.5,134.85,135.2,4144037,HINDALCO
2015-05-11 00:00:00,142.5,145.1,140.2,140.8,6190079,HINDALCO
2015-05-12 00:00:00,137.6,142.5,136.2,142.4,5822453,HINDALCO
2015-05-13 00:00:00,133.5,136.4,131.75,134.9,9200683,HINDALCO
2015-05-14 00:00:00,137.45,138,132.5,134.1,3697331,HINDALCO
2015-05-15 00:00:00,137,138.75,134.55,137.7,3519076,HINDALCO
2015-05-18 00:00:00,139.1,141.85,137.9,138,5044666,HINDALCO
2015-05-19 00:00:00,139.95,140.55,136.6,138.85,4364176,HINDALCO
2015-05-20 00:00:00,138.95,140.65,138.15,140.65,3050410,HINDALCO
2015-05-21 00:00:00,139.1,139.9,136.25,137.7,3942179,HINDALCO
2015-05-22 00:00:00,136.9,139,136.5,139,2577977,HINDALCO
2015-05-25 00:00:00,134.5,138.4,133.9,136.75,2879752,HINDALCO
2015-05-26 00:00:00,134.3,135.65,133.2,135.15,2693352,HINDALCO
2015-05-27 00:00:00,133.55,134.6,132.2,133,3168751,HINDALCO
2015-05-28 00:00:00,131.6,134,129.8,132.6,10174628,HINDALCO
2015-05-29 00:00:00,129.25,133.2,128.55,130.95,11477479,HINDALCO
2015-06-01 00:00:00,128.35,129.8,127.75,128.75,3272418,HINDALCO
2015-06-02 00:00:00,123.25,129.2,122.9,128.95,4980345,HINDALCO
2015-06-03 00:00:00,121.95,124.9,120,124.05,3508099,HINDALCO
2015-06-04 00:00:00,121.3,123.55,119,122.3,3192106,HINDALCO
2015-06-05 00:00:00,120.15,122.3,119.15,120.95,4163808,HINDALCO
2015-06-08 00:00:00,118.2,121.15,117.7,120.25,4663365,HINDALCO
2015-06-09 00:00:00,120.1,121.3,117.55,118,4663442,HINDALCO
2015-06-10 00:00:00,120.3,121.8,119.65,120.5,3297811,HINDALCO
2015-06-11 00:00:00,119.2,121.5,118.6,120.7,4749485,HINDALCO
2015-06-12 00:00:00,116.75,119.25,116.1,118.75,5422403,HINDALCO
2015-06-15 00:00:00,114.3,117.15,113.8,116.2,4287348,HINDALCO
2015-06-16 00:00:00,115,115.5,113.6,114.65,5266441,HINDALCO
2015-06-17 00:00:00,118.55,119.15,114.8,115,5112962,HINDALCO
2015-06-18 00:00:00,120,120.6,117.65,118.5,4713738,HINDALCO
2015-06-19 00:00:00,120.8,123.4,120,122.85,7892805,HINDALCO
2015-06-22 00:00:00,121.2,122,119.9,121,2533356,HINDALCO
2015-06-23 00:00:00,121.6,124.45,121.25,122.6,4076380,HINDALCO
2015-06-24 00:00:00,117.25,122.75,116.6,121.95,3604713,HINDALCO
2015-06-25 00:00:00,118,118.5,115.65,117,5509978,HINDALCO
2015-06-26 00:00:00,117,118.35,115.95,117.9,4253624,HINDALCO
2015-06-29 00:00:00,112.85,115.2,111,115,6441434,HINDALCO
2015-06-30 00:00:00,111.9,113.5,111.25,112.9,7516460,HINDALCO
2015-07-01 00:00:00,113.05,113.9,112.15,112.3,3867419,HINDALCO
2015-07-02 00:00:00,111.05,114.6,110.7,113.55,4764056,HINDALCO
2015-07-03 00:00:00,110.6,111.45,109.65,111,4606491,HINDALCO
2015-07-06 00:00:00,109.05,109.5,107.25,108.2,4509017,HINDALCO
2015-07-07 00:00:00,107.15,109,106.7,108.9,5412336,HINDALCO
2015-07-08 00:00:00,101.85,105.5,99.05,105.5,12611248,HINDALCO
2015-07-09 00:00:00,104,104.9,100.7,102.2,6650883,HINDALCO
2015-07-10 00:00:00,104.6,105.35,102.35,105,3399973,HINDALCO
2015-07-13 00:00:00,106.65,106.95,102.15,104.2,4140433,HINDALCO
